2 2 1 -2.20762e-12
2 3 1 -5.6487e-12
2 4 1 -8.23572e-12
2 5 1 -8.55068e-12
2 6 1 -7.21761e-12
2 7 1 -4.01165e-12
2 8 1 0
2 9 1 4.01165e-12
2 10 1 7.21761e-12
2 11 1 8.55068e-12
2 12 1 8.23572e-12
2 13 1 5.6487e-12
2 14 1 2.20762e-12
3 2 1 -2.32107e-12
3 3 1 -7.93803e-12
3 4 1 -1.03153e-11
3 5 1 -1.1582e-11
3 6 1 -9.1852e-12
3 7 1 -5.39218e-12
3 8 1 -1.56092e-15
3 9 1 5.39218e-12
3 10 1 9.18754e-12
3 11 1 1.1582e-11
3 12 1 1.03145e-11
3 13 1 7.93803e-12
3 14 1 2.32107e-12
4 2 1 -4.86797e-12
4 3 1 -1.07443e-11
4 4 1 -1.67433e-11
4 5 1 -1.66331e-11
4 6 1 -1.45446e-11
4 7 1 -7.84033e-12
4 8 1 0
4 9 1 7.84033e-12
4 10 1 1.45446e-11
4 11 1 1.66331e-11
4 12 1 1.67424e-11
4 13 1 1.07443e-11
4 14 1 4.86881e-12
5 2 1 -5.60697e-12
5 3 1 -1.97844e-11
5 4 1 -2.5429e-11
5 5 1 -2.87705e-11
5 6 1 -2.26814e-11
5 7 1 -1.33861e-11
5 8 1 0
5 9 1 1.33861e-11
5 10 1 2.26814e-11
5 11 1 2.87696e-11
5 12 1 2.54281e-11
5 13 1 1.97844e-11
5 14 1 5.60697e-12
6 2 1 -1.30921e-11
6 3 1 -3.01603e-11
6 4 1 -4.60803e-11
6 5 1 -4.63729e-11
6 6 1 -4.01292e-11
6 7 1 -2.18277e-11
6 8 1 0
6 9 1 2.18277e-11
6 10 1 4.01292e-11
6 11 1 4.63729e-11
6 12 1 4.60793e-11
6 13 1 3.01603e-11
6 14 1 1.30931e-11
7 2 1 -1.74536e-11
7 3 1 -5.68343e-11
7 4 1 -7.52167e-11
7 5 1 -8.33908e-11
7 6 1 -6.68009e-11
7 7 1 -3.88749e-11
7 8 1 0
7 9 1 3.88749e-11
7 10 1 6.68009e-11
7 11 1 8.33897e-11
7 12 1 7.52163e-11
7 13 1 5.68353e-11
7 14 1 1.7454e-11
8 2 1 -3.74383e-11
8 3 1 -9.22746e-11
8 4 1 -1.36771e-10
8 5 1 -1.40429e-10
8 6 1 -1.19575e-10
8 7 1 -6.59605e-11
8 8 1 5.67641e-16
8 9 1 6.59605e-11
8 10 1 1.19575e-10
8 11 1 1.40429e-10
8 12 1 1.36771e-10
8 13 1 9.22746e-11
8 14 1 3.74383e-11
9 2 1 -5.60418e-11
9 3 1 -1.70584e-10
9 4 1 -2.31639e-10
9 5 1 -2.52311e-10
9 6 1 -2.04964e-10
9 7 1 -1.17821e-10
9 8 1 0
9 9 1 1.17821e-10
9 10 1 2.04964e-10
9 11 1 2.52311e-10
9 12 1 2.31639e-10
9 13 1 1.70584e-10
9 14 1 5.60418e-11
10 2 1 -1.11349e-10
10 3 1 -2.88319e-10
10 4 1 -4.18282e-10
10 5 1 -4.35661e-10
10 6 1 -3.66742e-10
10 7 1 -2.04339e-10
10 8 1 0
10 9 1 2.04339e-10
10 10 1 3.66742e-10
10 11 1 4.35661e-10
10 12 1 4.18282e-10
10 13 1 2.88319e-10
10 14 1 1.11348e-10
11 2 1 -1.8014e-10
11 3 1 -5.2571e-10
11 4 1 -7.25832e-10
11 5 1 -7.81695e-10
11 6 1 -6.40739e-10
11 7 1 -3.65429e-10
11 8 1 0
11 9 1 3.65429e-10
11 10 1 6.40739e-10
11 11 1 7.81695e-10
11 12 1 7.25832e-10
11 13 1 5.2571e-10
11 14 1 1.8014e-10
12 2 1 -3.42109e-10
12 3 1 -9.13223e-10
12 4 1 -1.30785e-09
12 5 1 -1.37407e-09
12 6 1 -1.14871e-09
12 7 1 -6.43924e-10
12 8 1 0
12 9 1 6.43924e-10
12 10 1 1.14871e-09
12 11 1 1.37407e-09
12 12 1 1.30785e-09
12 13 1 9.13223e-10
12 14 1 3.42109e-10
13 2 1 -5.81718e-10
13 3 1 -1.65718e-09
13 4 1 -2.31035e-09
13 5 1 -2.47181e-09
13 6 1 -2.03675e-09
13 7 1 -1.15628e-09
13 8 1 0
13 9 1 1.15628e-09
13 10 1 2.03675e-09
13 11 1 2.4718e-09
13 12 1 2.31035e-09
13 13 1 1.65718e-09
13 14 1 5.81718e-10
14 2 1 -1.08086e-09
14 3 1 -2.93611e-09
14 4 1 -4.17422e-09
14 5 1 -4.40725e-09
14 6 1 -3.66999e-09
14 7 1 -2.06436e-09
14 8 1 0
14 9 1 2.06436e-09
14 10 1 3.66999e-09
14 11 1 4.40725e-09
14 12 1 4.17422e-09
14 13 1 2.93611e-09
14 14 1 1.08086e-09
15 2 1 -1.89827e-09
15 3 1 -5.33642e-09
15 4 1 -7.48013e-09
15 5 1 -7.97366e-09
15 6 1 -6.58945e-09
15 7 1 -3.73136e-09
15 8 1 0
15 9 1 3.73136e-09
15 10 1 6.58945e-09
15 11 1 7.97366e-09
15 12 1 7.48013e-09
15 13 1 5.33642e-09
15 14 1 1.89827e-09
16 2 1 -3.50081e-09
16 3 1 -9.60146e-09
16 4 1 -1.35961e-08
16 5 1 -1.4394e-08
16 6 1 -1.19605e-08
16 7 1 -6.74051e-09
16 8 1 0
16 9 1 6.74051e-09
16 10 1 1.19605e-08
16 11 1 1.4394e-08
16 12 1 1.35961e-08
16 13 1 9.60146e-09
16 14 1 3.50081e-09
17 2 1 -6.28687e-09
17 3 1 -1.75488e-08
17 4 1 -2.46705e-08
17 5 1 -2.6247e-08
17 6 1 -2.17249e-08
17 7 1 -1.22854e-08
17 8 1 0
17 9 1 1.22854e-08
17 10 1 2.17249e-08
17 11 1 2.6247e-08
17 12 1 2.46705e-08
17 13 1 1.75488e-08
17 14 1 6.28687e-09
18 2 1 -1.16057e-08
18 3 1 -3.19933e-08
18 4 1 -4.52094e-08
18 5 1 -4.79325e-08
18 6 1 -3.97849e-08
18 7 1 -2.2444e-08
18 8 1 0
18 9 1 2.2444e-08
18 10 1 3.97849e-08
18 11 1 4.79325e-08
18 12 1 4.52094e-08
18 13 1 3.19933e-08
18 14 1 1.16057e-08
19 2 1 -2.11972e-08
19 3 1 -5.8952e-08
19 4 1 -8.30047e-08
19 5 1 -8.82227e-08
19 6 1 -7.30855e-08
19 7 1 -4.13015e-08
19 8 1 0
19 9 1 4.13015e-08
19 10 1 7.30855e-08
19 11 1 8.82227e-08
19 12 1 8.30047e-08
19 13 1 5.8952e-08
19 14 1 2.11972e-08
20 2 1 -3.9363e-08
20 3 1 -1.08801e-07
20 4 1 -1.53589e-07
20 5 1 -1.62972e-07
20 6 1 -1.352e-07
20 7 1 -7.63137e-08
20 8 1 0
20 9 1 7.63137e-08
20 10 1 1.352e-07
20 11 1 1.62972e-07
20 12 1 1.53589e-07
20 13 1 1.08801e-07
20 14 1 3.9363e-08
21 2 1 -7.29325e-08
21 3 1 -2.02465e-07
21 4 1 -2.85319e-07
21 5 1 -3.03134e-07
21 6 1 -2.51254e-07
21 7 1 -1.41946e-07
21 8 1 6.18797e-16
21 9 1 1.41946e-07
21 10 1 2.51254e-07
21 11 1 3.03134e-07
21 12 1 2.85319e-07
21 13 1 2.02465e-07
21 14 1 7.29325e-08
22 2 1 -1.36653e-07
22 3 1 -3.78248e-07
22 4 1 -5.33738e-07
22 5 1 -5.66652e-07
22 6 1 -4.70031e-07
22 7 1 -2.65409e-07
22 8 1 0
22 9 1 2.65409e-07
22 10 1 4.70031e-07
22 11 1 5.66652e-07
22 12 1 5.33738e-07
22 13 1 3.78248e-07
22 14 1 1.36653e-07
23 2 1 -2.56616e-07
23 3 1 -7.11808e-07
23 4 1 -1.00371e-06
23 5 1 -1.06638e-06
23 6 1 -8.84297e-07
23 7 1 -4.99583e-07
23 8 1 4.15919e-16
23 9 1 4.99583e-07
23 10 1 8.84297e-07
23 11 1 1.06638e-06
23 12 1 1.00371e-06
23 13 1 7.11808e-07
23 14 1 2.56616e-07
24 2 1 -4.86126e-07
24 3 1 -1.34671e-06
24 4 1 -1.90047e-06
24 5 1 -2.01889e-06
24 6 1 -1.67509e-06
24 7 1 -9.46252e-07
24 8 1 0
24 9 1 9.46252e-07
24 10 1 1.67509e-06
24 11 1 2.01889e-06
24 12 1 1.90047e-06
24 13 1 1.34671e-06
24 14 1 4.86126e-07
25 2 1 -9.25229e-07
25 3 1 -2.56605e-06
25 4 1 -3.621e-06
25 5 1 -3.84919e-06
25 6 1 -3.19425e-06
25 7 1 -1.80525e-06
25 8 1 0
25 9 1 1.80525e-06
25 10 1 3.19425e-06
25 11 1 3.84919e-06
25 12 1 3.621e-06
25 13 1 2.56605e-06
25 14 1 9.25229e-07
26 2 1 -1.77481e-06
26 3 1 -4.92061e-06
26 4 1 -6.94895e-06
26 5 1 -7.39019e-06
26 6 1 -6.13726e-06
26 7 1 -3.46956e-06
26 8 1 0
26 9 1 3.46956e-06
26 10 1 6.13726e-06
26 11 1 7.39019e-06
26 12 1 6.94895e-06
26 13 1 4.92061e-06
26 14 1 1.77481e-06
27 2 1 -3.42532e-06
27 3 1 -9.50479e-06
27 4 1 -1.34311e-05
27 5 1 -1.42995e-05
27 6 1 -1.18852e-05
27 7 1 -6.72407e-06
27 8 1 0
27 9 1 6.72407e-06
27 10 1 1.18852e-05
27 11 1 1.42995e-05
27 12 1 1.34311e-05
27 13 1 9.50479e-06
27 14 1 3.42532e-06
28 2 1 -6.66083e-06
28 3 1 -1.84903e-05
28 4 1 -2.61634e-05
28 5 1 -2.78951e-05
28 6 1 -2.32204e-05
28 7 1 -1.31502e-05
28 8 1 0
28 9 1 1.31502e-05
28 10 1 2.32204e-05
28 11 1 2.78951e-05
28 12 1 2.61634e-05
28 13 1 1.84903e-05
28 14 1 6.66083e-06
29 2 1 -1.30401e-05
29 3 1 -3.62437e-05
29 4 1 -5.13771e-05
29 5 1 -5.49086e-05
29 6 1 -4.58095e-05
29 7 1 -2.59871e-05
29 8 1 0
29 9 1 2.59871e-05
29 10 1 4.58095e-05
29 11 1 5.49086e-05
29 12 1 5.13771e-05
29 13 1 3.62437e-05
29 14 1 1.30401e-05
30 2 1 -2.57132e-05
30 3 1 -7.15721e-05
30 4 1 -0.000101756
30 5 1 -0.000109141
30 6 1 -9.13836e-05
30 7 1 -5.19768e-05
30 8 1 0
30 9 1 5.19768e-05
30 10 1 9.13836e-05
30 11 1 0.000109141
30 12 1 0.000101756
30 13 1 7.15721e-05
30 14 1 2.57132e-05
31 2 1 -5.10266e-05
31 3 1 -0.000142385
31 4 1 -0.000203319
31 5 1 -0.000219306
31 6 1 -0.000184655
31 7 1 -0.000105475
31 8 1 0
31 9 1 0.000105475
31 10 1 0.000184655
31 11 1 0.000219306
31 12 1 0.000203319
31 13 1 0.000142385
31 14 1 5.10266e-05
32 2 1 -0.000101838
32 3 1 -0.000285183
32 4 1 -0.000409968
32 5 1 -0.000446028
32 6 1 -0.000378896
32 7 1 -0.000217913
32 8 1 0
32 9 1 0.000217913
32 10 1 0.000378896
32 11 1 0.000446028
32 12 1 0.000409968
32 13 1 0.000285183
32 14 1 0.000101838
33 2 1 -0.000204034
33 3 1 -0.000574466
33 4 1 -0.000834154
33 5 1 -0.00091964
33 6 1 -0.000792239
33 7 1 -0.000460797
33 8 1 0
33 9 1 0.000460797
33 10 1 0.000792239
33 11 1 0.00091964
33 12 1 0.000834154
33 13 1 0.000574466
33 14 1 0.000204034
34 2 1 -0.000409278
34 3 0.999999 -0.00116141
34 4 0.999999 -0.00171186
34 5 0.999998 -0.0019259
34 6 0.999999 -0.00169644
34 7 0.999999 -0.00100551
34 8 1 0
34 9 0.999999 0.00100551
34 10 0.999999 0.00169644
34 11 0.999998 0.0019259
34 12 0.999999 0.00171186
34 13 0.999999 0.00116141
34 14 1 0.000409278
35 2 1 -0.000818253
35 3 0.999997 -0.0023485
35 4 0.999994 -0.00353854
35 5 0.999992 -0.00410541
35 6 0.999993 -0.00374714
35 7 0.999997 -0.00229424
35 8 1 0
35 9 0.999997 0.00229424
35 10 0.999993 0.00374714
35 11 0.999992 0.00410541
35 12 0.999994 0.00353854
35 13 0.999997 0.0023485
35 14 1 0.000818253
36 2 0.999999 -0.00161923
36 3 0.999989 -0.00472257
36 4 0.999973 -0.00734569
