2 2 2 9.70084 -2.03073e-11 -2.03073e-11
2 2 3 9.70084 -1.97389e-11 -5.57421e-11
2 2 4 9.70084 -2.08615e-11 -7.89129e-11
2 2 5 9.70084 -1.92557e-11 -8.35314e-11
2 2 6 9.70084 -2.12594e-11 -6.94058e-11
2 2 7 9.70084 -1.89928e-11 -3.91154e-11
2 2 8 9.70084 -2.14158e-11 1.42109e-14
2 2 9 9.70084 -1.9007e-11 3.91154e-11
2 2 10 9.70084 -2.12665e-11 6.93916e-11
2 2 11 9.70084 -1.92557e-11 8.35385e-11
2 2 12 9.70084 -2.08615e-11 7.89129e-11
2 2 13 9.70084 -1.97389e-11 5.5735e-11
2 2 14 9.70084 -2.03073e-11 2.03073e-11
2 3 2 9.70084 -5.5735e-11 -1.97389e-11
2 3 3 9.70084 -5.62892e-11 -5.62963e-11
2 3 4 9.70084 -5.52305e-11 -7.84297e-11
2 3 5 9.70084 -5.67653e-11 -8.39293e-11
2 3 6 9.70084 -5.49107e-11 -6.91429e-11
2 3 7 9.70084 -5.70495e-11 -3.92717e-11
2 3 8 9.70084 -5.47971e-11 0
2 3 9 9.70084 -5.70637e-11 3.92646e-11
2 3 10 9.70084 -5.49178e-11 6.91429e-11
2 3 11 9.70084 -5.67653e-11 8.39435e-11
2 3 12 9.70084 -5.52376e-11 7.84297e-11
2 3 13 9.70084 -5.62892e-11 5.62892e-11
2 3 14 9.70084 -5.5735e-11 1.97389e-11
2 4 2 9.70084 -7.88987e-11 -2.08615e-11
2 4 3 9.70084 -7.84226e-11 -5.52376e-11
2 4 4 9.70084 -7.93818e-11 -7.93889e-11
2 4 5 9.70084 -7.80744e-11 -8.32117e-11
2 4 6 9.70084 -7.97584e-11 -6.969e-11
2 4 7 9.70084 -7.79039e-11 -3.90017e-11
2 4 8 9.70084 -7.98934e-11 0
2 4 9 9.70084 -7.79039e-11 3.89946e-11
2 4 10 9.70084 -7.97655e-11 6.969e-11
2 4 11 9.70084 -7.80744e-11 8.32188e-11
2 4 12 9.70084 -7.93889e-11 7.93889e-11
2 4 13 9.70084 -7.84297e-11 5.52376e-11
2 4 14 9.70084 -7.89129e-11 2.08615e-11
2 5 2 9.70084 -8.35314e-11 -1.92628e-11
2 5 3 9.70084 -8.39364e-11 -5.67795e-11
2 5 4 9.70084 -8.32117e-11 -7.80815e-11
2 5 5 9.70084 -8.43201e-11 -8.43059e-11
2 5 6 9.70084 -8.30127e-11 -6.89724e-11
2 5 7 9.70084 -8.45475e-11 -3.94067e-11
2 5 8 9.70084 -8.29488e-11 0
2 5 9 9.70084 -8.45475e-11 3.93925e-11
2 5 10 9.70084 -8.30056e-11 6.89724e-11
2 5 11 9.70084 -8.43201e-11 8.43201e-11
2 5 12 9.70084 -8.32117e-11 7.80744e-11
2 5 13 9.70084 -8.39364e-11 5.67653e-11
2 5 14 9.70084 -8.35385e-11 1.92557e-11
2 6 2 9.70084 -6.94058e-11 -2.12665e-11
2 6 3 9.70084 -6.915e-11 -5.49178e-11
2 6 4 9.70084 -6.969e-11 -7.97726e-11
2 6 5 9.70084 -6.89724e-11 -8.30127e-11
2 6 6 9.70084 -6.99316e-11 -6.99174e-11
2 6 7 9.70084 -6.88871e-11 -3.89377e-11
2 6 8 9.70084 -7.00169e-11 0
2 6 9 9.70084 -6.88729e-11 3.89377e-11
2 6 10 9.70084 -6.99174e-11 6.99174e-11
2 6 11 9.70084 -6.89724e-11 8.30127e-11
2 6 12 9.70084 -6.96829e-11 7.97726e-11
2 6 13 9.70084 -6.91358e-11 5.49107e-11
2 6 14 9.70084 -6.93845e-11 2.12594e-11
2 7 2 9.70084 -3.91225e-11 -1.9007e-11
2 7 3 9.70084 -3.92575e-11 -5.70637e-11
2 7 4 9.70084 -3.90017e-11 -7.79039e-11
2 7 5 9.70084 -3.93996e-11 -8.45475e-11
2 7 6 9.70084 -3.89377e-11 -6.88871e-11
2 7 7 9.70084 -3.9492e-11 -3.9492e-11
2 7 8 9.70084 -3.89164e-11 1.42109e-14
2 7 9 9.70084 -3.9492e-11 3.9492e-11
2 7 10 9.70084 -3.89377e-11 6.88729e-11
2 7 11 9.70084 -3.93996e-11 8.45546e-11
2 7 12 9.70084 -3.90017e-11 7.7911e-11
2 7 13 9.70084 -3.92575e-11 5.70637e-11
2 7 14 9.70084 -3.91012e-11 1.9007e-11
2 8 2 9.70084 0 -2.14015e-11
2 8 3 9.70084 0 -5.47971e-11
2 8 4 9.70084 0 -7.99147e-11
2 8 5 9.70084 0 -8.29488e-11
2 8 6 9.70084 0 -7.00098e-11
2 8 7 9.70084 0 -3.89164e-11
2 8 8 9.70084 0 0
2 8 9 9.70084 0 3.89164e-11
2 8 10 9.70084 0 7.00098e-11
2 8 11 9.70084 0 8.29488e-11
2 8 12 9.70084 -7.10543e-15 7.99147e-11
2 8 13 9.70084 -1.42109e-14 5.48113e-11
2 8 14 9.70084 -7.10543e-15 2.14158e-11
2 9 2 9.70084 3.91154e-11 -1.9007e-11
2 9 3 9.70084 3.92575e-11 -5.70637e-11
2 9 4 9.70084 3.90017e-11 -7.79039e-11
2 9 5 9.70084 3.93996e-11 -8.45475e-11
2 9 6 9.70084 3.89377e-11 -6.88871e-11
2 9 7 9.70084 3.9492e-11 -3.9492e-11
2 9 8 9.70084 3.89164e-11 1.42109e-14
2 9 9 9.70084 3.94849e-11 3.9492e-11
2 9 10 9.70084 3.89377e-11 6.88729e-11
2 9 11 9.70084 3.94138e-11 8.45475e-11
2 9 12 9.70084 3.90017e-11 7.78968e-11
2 9 13 9.70084 3.92504e-11 5.70637e-11
2 9 14 9.70084 3.91012e-11 1.90141e-11
2 10 2 9.70084 6.94058e-11 -2.12594e-11
2 10 3 9.70084 6.915e-11 -5.49107e-11
2 10 4 9.70084 6.969e-11 -7.97726e-11
2 10 5 9.70084 6.89724e-11 -8.30127e-11
2 10 6 9.70084 6.99316e-11 -6.99174e-11
2 10 7 9.70084 6.88871e-11 -3.89377e-11
2 10 8 9.70084 7.00169e-11 -7.10543e-15
2 10 9 9.70084 6.88729e-11 3.89377e-11
2 10 10 9.70084 6.99174e-11 6.99387e-11
2 10 11 9.70084 6.89724e-11 8.30127e-11
2 10 12 9.70084 6.969e-11 7.97513e-11
2 10 13 9.70084 6.91358e-11 5.49107e-11
2 10 14 9.70084 6.93916e-11 2.12665e-11
2 11 2 9.70084 8.35385e-11 -1.92628e-11
2 11 3 9.70084 8.39364e-11 -5.67795e-11
2 11 4 9.70084 8.32117e-11 -7.80815e-11
2 11 5 9.70084 8.43201e-11 -8.43059e-11
2 11 6 9.70084 8.30127e-11 -6.89724e-11
2 11 7 9.70084 8.45475e-11 -3.94067e-11
2 11 8 9.70084 8.29488e-11 0
2 11 9 9.70084 8.45546e-11 3.93925e-11
2 11 10 9.70084 8.30127e-11 6.89724e-11
2 11 11 9.70084 8.43059e-11 8.43201e-11
2 11 12 9.70084 8.32117e-11 7.80602e-11
2 11 13 9.70084 8.39435e-11 5.67653e-11
2 11 14 9.70084 8.35385e-11 1.92699e-11
2 12 2 9.70084 7.88845e-11 -2.08615e-11
2 12 3 9.70084 7.84155e-11 -5.52376e-11
2 12 4 9.70084 7.93818e-11 -7.93889e-11
2 12 5 9.70084 7.80744e-11 -8.32117e-11
2 12 6 9.70084 7.97584e-11 -6.969e-11
2 12 7 9.70084 7.79039e-11 -3.90017e-11
2 12 8 9.70084 7.98934e-11 0
2 12 9 9.70084 7.79039e-11 3.90017e-11
2 12 10 9.70084 7.97726e-11 6.969e-11
2 12 11 9.70084 7.80744e-11 8.32117e-11
2 12 12 9.70084 7.93889e-11 7.93889e-11
2 12 13 9.70084 7.84439e-11 5.52376e-11
2 12 14 9.70084 7.89129e-11 2.08615e-11
2 13 2 9.70084 5.57279e-11 -1.97318e-11
2 13 3 9.70084 5.6275e-11 -5.62821e-11
2 13 4 9.70084 5.52305e-11 -7.84226e-11
2 13 5 9.70084 5.67653e-11 -8.39293e-11
2 13 6 9.70084 5.49107e-11 -6.91429e-11
2 13 7 9.70084 5.70708e-11 -3.92717e-11
2 13 8 9.70084 5.47971e-11 0
2 13 9 9.70084 5.70637e-11 3.92717e-11
2 13 10 9.70084 5.49107e-11 6.91429e-11
2 13 11 9.70084 5.67653e-11 8.39364e-11
2 13 12 9.70084 5.52376e-11 7.84297e-11
2 13 13 9.70084 5.62892e-11 5.62892e-11
2 13 14 9.70084 5.5735e-11 1.97389e-11
2 14 2 9.70084 2.03144e-11 -2.03144e-11
2 14 3 9.70084 1.97318e-11 -5.5735e-11
2 14 4 9.70084 2.08615e-11 -7.88987e-11
2 14 5 9.70084 1.92557e-11 -8.35314e-11
2 14 6 9.70084 2.12594e-11 -6.93845e-11
2 14 7 9.70084 1.90141e-11 -3.91154e-11
2 14 8 9.70084 2.14158e-11 -7.10543e-15
2 14 9 9.70084 1.9007e-11 3.91154e-11
2 14 10 9.70084 2.12594e-11 6.93916e-11
2 14 11 9.70084 1.92557e-11 8.35385e-11
2 14 12 9.70084 2.08615e-11 7.89129e-11
2 14 13 9.70084 1.97389e-11 5.5735e-11
2 14 14 9.70084 2.03073e-11 2.03073e-11
3 2 2 9.10419 -2.4329e-11 -2.4329e-11
3 2 3 9.10419 -2.60911e-11 -6.9079e-11
3 2 4 9.10419 -2.26876e-11 -9.64491e-11
3 2 5 9.10419 -2.75691e-11 -1.03086e-10
3 2 6 9.10419 -2.15437e-11 -8.49951e-11
3 2 7 9.10419 -2.84146e-11 -4.82174e-11
3 2 8 9.10419 -2.11315e-11 0
3 2 9 9.10419 -2.84217e-11 4.82174e-11
3 2 10 9.10419 -2.15437e-11 8.49951e-11
3 2 11 9.10419 -2.75691e-11 1.03086e-10
3 2 12 9.10419 -2.26876e-11 9.64491e-11
3 2 13 9.10419 -2.61053e-11 6.9079e-11
3 2 14 9.10419 -2.4329e-11 2.4329e-11
3 3 2 9.10419 -6.9079e-11 -2.60911e-11
3 3 3 9.10419 -6.74376e-11 -6.74376e-11
3 3 4 9.10419 -7.06848e-11 -9.7927e-11
3 3 5 9.10419 -6.6116e-11 -1.01942e-10
3 3 6 9.10419 -7.18501e-11 -8.58407e-11
3 3 7 9.10419 -6.53912e-11 -4.78053e-11
3 3 8 9.10419 -7.22693e-11 -7.10543e-15
3 3 9 9.10419 -6.53984e-11 4.78053e-11
3 3 10 9.10419 -7.18501e-11 8.58478e-11
3 3 11 9.10419 -6.6116e-11 1.01942e-10
3 3 12 9.10419 -7.06706e-11 9.79128e-11
3 3 13 9.10419 -6.74376e-11 6.74376e-11
3 3 14 9.10419 -6.9079e-11 2.61053e-11
3 4 2 9.10419 -9.64491e-11 -2.26876e-11
3 4 3 9.10419 -9.7927e-11 -7.06848e-11
3 4 4 9.10419 -9.51275e-11 -9.51275e-11
3 4 5 9.10419 -9.9206e-11 -1.04251e-10
3 4 6 9.10419 -9.42251e-11 -8.42704e-11
3 4 7 9.10419 -9.99592e-11 -4.86367e-11
3 4 8 9.10419 -9.39124e-11 -7.10543e-15
3 4 9 9.10419 -9.9952e-11 4.86367e-11
3 4 10 9.10419 -9.42251e-11 8.42775e-11
3 4 11 9.10419 -9.9206e-11 1.04265e-10
3 4 12 9.10419 -9.51275e-11 9.51275e-11
3 4 13 9.10419 -9.79128e-11 7.06706e-11
3 4 14 9.10419 -9.64491e-11 2.26876e-11
3 5 2 9.10419 -1.03086e-10 -2.75691e-11
3 5 3 9.10419 -1.01927e-10 -6.6116e-11
3 5 4 9.10419 -1.04251e-10 -9.9206e-11
3 5 5 9.10419 -1.01039e-10 -1.01039e-10
3 5 6 9.10419 -1.05111e-10 -8.65938e-11
3 5 7 9.10419 -1.00563e-10 -4.74927e-11
3 5 8 9.10419 -1.05445e-10 0
3 5 9 9.10419 -1.00556e-10 4.74927e-11
3 5 10 9.10419 -1.05111e-10 8.65938e-11
3 5 11 9.10419 -1.01039e-10 1.01039e-10
3 5 12 9.10419 -1.04251e-10 9.9206e-11
3 5 13 9.10419 -1.01927e-10 6.6116e-11
3 5 14 9.10419 -1.03086e-10 2.75691e-11
3 6 2 9.10419 -8.49951e-11 -2.15294e-11
3 6 3 9.10419 -8.58407e-11 -7.18501e-11
3 6 4 9.10419 -8.42704e-11 -9.42393e-11
3 6 5 9.10419 -8.65938e-11 -1.05111e-10
3 6 6 9.10419 -8.37943e-11 -8.37943e-11
3 6 7 9.10419 -8.70273e-11 -4.89706e-11
3 6 8 9.10419 -8.36238e-11 0
3 6 9 9.10419 -8.70344e-11 4.89706e-11
3 6 10 9.10419 -8.37872e-11 8.37943e-11
3 6 11 9.10419 -8.65867e-11 1.05125e-10
3 6 12 9.10419 -8.42704e-11 9.42393e-11
3 6 13 9.10419 -8.58407e-11 7.18359e-11
3 6 14 9.10419 -8.4988e-11 2.15294e-11
