-0.0032563 -0.0032563 -0.0032563 -0.0032563 -0.0032563 -0.00325631 -0.00325631 -0.00325631 -0.00325631 -0.00325631 -0.0032563 -0.0032563 -0.0032563 -0.0032563 -0.0032563 
-0.0025 -0.0025 -0.0025 -0.0025 -0.0025 -0.0025 -0.00250001 -0.0025 -0.00250001 -0.0025 -0.0025 -0.0025 -0.0025 -0.0025 -0.0025 
-0.00190997 -0.00190997 -0.00190997 -0.00190997 -0.00190997 -0.00190997 -0.00190997 -0.00190998 -0.00190997 -0.00190997 -0.00190997 -0.00190997 -0.00190997 -0.00190997 -0.00190997 
-0.00145204 -0.00145204 -0.00145204 -0.00145204 -0.00145204 -0.00145204 -0.00145204 -0.00145204 -0.00145204 -0.00145204 -0.00145204 -0.00145204 -0.00145204 -0.00145204 -0.00145204 
-0.00109846 -0.00109846 -0.00109846 -0.00109846 -0.00109846 -0.00109846 -0.00109846 -0.00109846 -0.00109846 -0.00109846 -0.00109846 -0.00109846 -0.00109846 -0.00109846 -0.00109846 
-0.000826875 -0.000826875 -0.000826876 -0.000826875 -0.000826877 -0.000826876 -0.000826877 -0.000826876 -0.000826877 -0.000826876 -0.000826877 -0.000826875 -0.000826876 -0.000826875 -0.000826875 
-0.000619352 -0.000619352 -0.000619352 -0.000619352 -0.000619352 -0.000619353 -0.000619352 -0.000619353 -0.000619352 -0.000619353 -0.000619352 -0.000619352 -0.000619352 -0.000619352 -0.000619352 
-0.000461604 -0.000461604 -0.000461604 -0.000461604 -0.000461604 -0.000461604 -0.000461605 -0.000461604 -0.000461605 -0.000461604 -0.000461604 -0.000461604 -0.000461604 -0.000461604 -0.000461604 
-0.000342318 -0.000342318 -0.000342318 -0.000342318 -0.000342318 -0.000342318 -0.000342318 -0.000342318 -0.000342318 -0.000342318 -0.000342318 -0.000342318 -0.000342318 -0.000342318 -0.000342318 
-0.000252587 -0.000252587 -0.000252587 -0.000252587 -0.000252587 -0.000252587 -0.000252587 -0.000252587 -0.000252587 -0.000252587 -0.000252587 -0.000252587 -0.000252587 -0.000252587 -0.000252587 
-0.000185442 -0.000185442 -0.000185442 -0.000185442 -0.000185442 -0.000185442 -0.000185442 -0.000185442 -0.000185442 -0.000185442 -0.000185442 -0.000185442 -0.000185442 -0.000185442 -0.000185442 
-0.000135461 -0.000135461 -0.000135461 -0.000135461 -0.000135461 -0.000135461 -0.000135461 -0.000135461 -0.000135461 -0.000135461 -0.000135461 -0.000135461 -0.000135461 -0.000135461 -0.000135461 
